Mode,Cycle,Train_Image_Index,True Label,Sampling Reason,Entropy_Score,Confidence_Score
reset,1,56494,9,Initial_Random,,
reset,1,8912,0,Initial_Random,,
reset,1,57867,7,Initial_Random,,
reset,1,38436,1,Initial_Random,,
reset,1,55158,2,Initial_Random,,
reset,1,27418,8,Initial_Random,,
reset,1,6920,3,Initial_Random,,
reset,1,58381,5,Initial_Random,,
reset,1,18342,5,Initial_Random,,
reset,1,38801,5,Initial_Random,,
reset,1,59510,0,Initial_Random,,
reset,1,30709,0,Initial_Random,,
reset,1,51,0,Initial_Random,,
reset,1,53835,2,Initial_Random,,
reset,1,6773,2,Initial_Random,,
reset,1,20024,8,Initial_Random,,
reset,1,12599,7,Initial_Random,,
reset,1,13557,9,Initial_Random,,
reset,1,18667,6,Initial_Random,,
reset,1,42944,8,Initial_Random,,
reset,1,16492,3,Initial_Random,,
reset,1,25617,2,Initial_Random,,
reset,1,20854,5,Initial_Random,,
reset,1,28088,9,Initial_Random,,
reset,1,4056,9,Initial_Random,,
reset,1,53816,1,Initial_Random,,
reset,1,25953,0,Initial_Random,,
reset,1,18026,4,Initial_Random,,
reset,1,18340,5,Initial_Random,,
reset,1,50687,8,Initial_Random,,
reset,1,43258,0,Initial_Random,,
reset,1,48036,9,Initial_Random,,
reset,1,52995,0,Initial_Random,,
reset,1,40907,6,Initial_Random,,
reset,1,15485,7,Initial_Random,,
reset,1,15506,2,Initial_Random,,
reset,1,35769,4,Initial_Random,,
reset,1,29777,8,Initial_Random,,
reset,1,9327,7,Initial_Random,,
reset,1,40976,1,Initial_Random,,
reset,1,34775,0,Initial_Random,,
reset,1,31544,3,Initial_Random,,
reset,1,53318,6,Initial_Random,,
reset,1,31975,3,Initial_Random,,
reset,1,39837,6,Initial_Random,,
reset,1,45875,5,Initial_Random,,
reset,1,58911,6,Initial_Random,,
reset,1,54424,2,Initial_Random,,
reset,1,56954,0,Initial_Random,,
reset,1,59506,9,Initial_Random,,
reset,1,48562,7,Initial_Random,,
reset,1,546,3,Initial_Random,,
reset,1,22281,8,Initial_Random,,
reset,1,10584,8,Initial_Random,,
reset,1,29390,9,Initial_Random,,
reset,1,3598,9,Initial_Random,,
reset,1,41547,6,Initial_Random,,
reset,1,16452,6,Initial_Random,,
reset,1,6341,0,Initial_Random,,
reset,1,2673,7,Initial_Random,,
reset,1,57319,2,Initial_Random,,
reset,1,9678,1,Initial_Random,,
reset,1,35909,2,Initial_Random,,
reset,1,51651,1,Initial_Random,,
reset,1,22574,4,Initial_Random,,
reset,1,14110,0,Initial_Random,,
reset,1,36442,1,Initial_Random,,
reset,1,12956,7,Initial_Random,,
reset,1,31949,3,Initial_Random,,
reset,1,16061,1,Initial_Random,,
reset,1,36110,1,Initial_Random,,
reset,1,37268,9,Initial_Random,,
reset,1,50025,3,Initial_Random,,
reset,1,47743,2,Initial_Random,,
reset,1,52127,9,Initial_Random,,
reset,1,18935,9,Initial_Random,,
reset,1,45275,3,Initial_Random,,
reset,1,49449,6,Initial_Random,,
reset,1,12367,1,Initial_Random,,
reset,1,39633,9,Initial_Random,,
reset,1,16197,7,Initial_Random,,
reset,1,802,6,Initial_Random,,
reset,1,34495,2,Initial_Random,,
reset,1,46503,4,Initial_Random,,
reset,1,7796,2,Initial_Random,,
reset,1,15735,4,Initial_Random,,
reset,1,42417,8,Initial_Random,,
reset,1,5061,5,Initial_Random,,
reset,1,26293,4,Initial_Random,,
reset,1,43743,2,Initial_Random,,
reset,1,19482,1,Initial_Random,,
reset,1,38257,7,Initial_Random,,
reset,1,51305,1,Initial_Random,,
reset,1,7198,9,Initial_Random,,
reset,1,16917,8,Initial_Random,,
reset,1,46534,3,Initial_Random,,
reset,1,21807,9,Initial_Random,,
reset,1,1878,9,Initial_Random,,
reset,1,47212,8,Initial_Random,,
reset,1,12043,8,Initial_Random,,
reset,2,56494,9,Initial_Random,,
reset,2,8912,0,Initial_Random,,
reset,2,57867,7,Initial_Random,,
reset,2,38436,1,Initial_Random,,
reset,2,55158,2,Initial_Random,,
reset,2,27418,8,Initial_Random,,
reset,2,6920,3,Initial_Random,,
reset,2,58381,5,Initial_Random,,
reset,2,18342,5,Initial_Random,,
reset,2,38801,5,Initial_Random,,
reset,2,59510,0,Initial_Random,,
reset,2,30709,0,Initial_Random,,
reset,2,51,0,Initial_Random,,
reset,2,53835,2,Initial_Random,,
reset,2,6773,2,Initial_Random,,
reset,2,20024,8,Initial_Random,,
reset,2,12599,7,Initial_Random,,
reset,2,13557,9,Initial_Random,,
reset,2,18667,6,Initial_Random,,
reset,2,42944,8,Initial_Random,,
reset,2,16492,3,Initial_Random,,
reset,2,25617,2,Initial_Random,,
reset,2,20854,5,Initial_Random,,
reset,2,28088,9,Initial_Random,,
reset,2,4056,9,Initial_Random,,
reset,2,53816,1,Initial_Random,,
reset,2,25953,0,Initial_Random,,
reset,2,18026,4,Initial_Random,,
reset,2,18340,5,Initial_Random,,
reset,2,50687,8,Initial_Random,,
reset,2,43258,0,Initial_Random,,
reset,2,48036,9,Initial_Random,,
reset,2,52995,0,Initial_Random,,
reset,2,40907,6,Initial_Random,,
reset,2,15485,7,Initial_Random,,
reset,2,15506,2,Initial_Random,,
reset,2,35769,4,Initial_Random,,
reset,2,29777,8,Initial_Random,,
reset,2,9327,7,Initial_Random,,
reset,2,40976,1,Initial_Random,,
reset,2,34775,0,Initial_Random,,
reset,2,31544,3,Initial_Random,,
reset,2,53318,6,Initial_Random,,
reset,2,31975,3,Initial_Random,,
reset,2,39837,6,Initial_Random,,
reset,2,45875,5,Initial_Random,,
reset,2,58911,6,Initial_Random,,
reset,2,54424,2,Initial_Random,,
reset,2,56954,0,Initial_Random,,
reset,2,59506,9,Initial_Random,,
reset,2,48562,7,Initial_Random,,
reset,2,546,3,Initial_Random,,
reset,2,22281,8,Initial_Random,,
reset,2,10584,8,Initial_Random,,
reset,2,29390,9,Initial_Random,,
reset,2,3598,9,Initial_Random,,
reset,2,41547,6,Initial_Random,,
reset,2,16452,6,Initial_Random,,
reset,2,6341,0,Initial_Random,,
reset,2,2673,7,Initial_Random,,
reset,2,57319,2,Initial_Random,,
reset,2,9678,1,Initial_Random,,
reset,2,35909,2,Initial_Random,,
reset,2,51651,1,Initial_Random,,
reset,2,22574,4,Initial_Random,,
reset,2,14110,0,Initial_Random,,
reset,2,36442,1,Initial_Random,,
reset,2,12956,7,Initial_Random,,
reset,2,31949,3,Initial_Random,,
reset,2,16061,1,Initial_Random,,
reset,2,36110,1,Initial_Random,,
reset,2,37268,9,Initial_Random,,
reset,2,50025,3,Initial_Random,,
reset,2,47743,2,Initial_Random,,
reset,2,52127,9,Initial_Random,,
reset,2,18935,9,Initial_Random,,
reset,2,45275,3,Initial_Random,,
reset,2,49449,6,Initial_Random,,
reset,2,12367,1,Initial_Random,,
reset,2,39633,9,Initial_Random,,
reset,2,16197,7,Initial_Random,,
reset,2,802,6,Initial_Random,,
reset,2,34495,2,Initial_Random,,
reset,2,46503,4,Initial_Random,,
reset,2,7796,2,Initial_Random,,
reset,2,15735,4,Initial_Random,,
reset,2,42417,8,Initial_Random,,
reset,2,5061,5,Initial_Random,,
reset,2,26293,4,Initial_Random,,
reset,2,43743,2,Initial_Random,,
reset,2,19482,1,Initial_Random,,
reset,2,38257,7,Initial_Random,,
reset,2,51305,1,Initial_Random,,
reset,2,7198,9,Initial_Random,,
reset,2,16917,8,Initial_Random,,
reset,2,46534,3,Initial_Random,,
reset,2,21807,9,Initial_Random,,
reset,2,1878,9,Initial_Random,,
reset,2,47212,8,Initial_Random,,
reset,2,12043,8,Initial_Random,,
reset,2,54577,5,entropy,2.1018054485321045,0.25415122509002686
reset,2,39121,6,entropy,2.098942279815674,0.25391003489494324
reset,2,42829,6,entropy,2.098712921142578,0.25705480575561523
reset,2,34741,6,entropy,2.097957134246826,0.28361833095550537
reset,2,2998,1,entropy,2.095163345336914,0.23272308707237244
reset,2,394,1,entropy,2.093217372894287,0.25790825486183167
reset,2,36009,2,entropy,2.0915327072143555,0.2632023096084595
reset,2,20171,5,entropy,2.0900893211364746,0.2617325484752655
reset,2,27509,1,entropy,2.0897738933563232,0.25047940015792847
reset,2,57032,7,entropy,2.0896735191345215,0.2392490953207016
reset,2,42119,4,entropy,2.089489221572876,0.24796247482299805
reset,2,53076,2,entropy,2.088791608810425,0.2369348406791687
reset,2,27130,9,entropy,2.088740587234497,0.22651079297065735
reset,2,10136,1,entropy,2.0884108543395996,0.224784716963768
reset,2,58517,7,entropy,2.085279941558838,0.2591508626937866
reset,2,39200,6,entropy,2.0842761993408203,0.2545158863067627
reset,2,4529,5,entropy,2.084141254425049,0.23151426017284393
reset,2,53230,6,entropy,2.0838663578033447,0.25876501202583313
reset,2,26502,1,entropy,2.082818031311035,0.22491425275802612
reset,2,41344,6,entropy,2.0825865268707275,0.29269158840179443
reset,2,24179,6,entropy,2.0824763774871826,0.2573227286338806
reset,2,16118,6,entropy,2.081289052963257,0.2832929193973541
reset,2,16890,6,entropy,2.0809214115142822,0.28026941418647766
reset,2,11255,4,entropy,2.080836296081543,0.25380951166152954
reset,2,56834,1,entropy,2.0808308124542236,0.22760222852230072
reset,2,10853,6,entropy,2.0806517601013184,0.27756473422050476
reset,2,18713,2,entropy,2.0805065631866455,0.263046532869339
reset,2,7240,1,entropy,2.0797131061553955,0.22609752416610718
reset,2,59005,5,entropy,2.079557418823242,0.22951583564281464
reset,2,57341,3,entropy,2.079488754272461,0.27367153763771057
reset,2,31008,5,entropy,2.0787878036499023,0.2456062287092209
reset,2,11676,1,entropy,2.078312635421753,0.2364327311515808
reset,2,30795,4,entropy,2.0782077312469482,0.28203603625297546
reset,2,57722,1,entropy,2.077521562576294,0.22917941212654114
reset,2,12081,7,entropy,2.077216625213623,0.2552737295627594
reset,2,25893,6,entropy,2.076876163482666,0.27390825748443604
reset,2,406,1,entropy,2.0764472484588623,0.23484405875205994
reset,2,55686,1,entropy,2.076418876647949,0.26008716225624084
reset,2,1207,8,entropy,2.075942039489746,0.24041113257408142
reset,2,2173,7,entropy,2.0757713317871094,0.2367640733718872
reset,2,7569,3,entropy,2.075712203979492,0.26146966218948364
reset,2,58260,1,entropy,2.0756704807281494,0.2708016335964203
reset,2,18654,4,entropy,2.0756685733795166,0.23952926695346832
reset,2,28238,1,entropy,2.0756492614746094,0.2342980057001114
reset,2,4930,6,entropy,2.075572967529297,0.2502230107784271
reset,2,52167,1,entropy,2.0755703449249268,0.25864213705062866
reset,2,2314,2,entropy,2.075350046157837,0.2411854863166809
reset,2,16273,6,entropy,2.075330972671509,0.246734157204628
reset,2,49516,7,entropy,2.074998378753662,0.2347394824028015
reset,2,28298,7,entropy,2.074603796005249,0.2577272355556488
reset,2,22137,1,entropy,2.0745849609375,0.2238682359457016
reset,2,49628,1,entropy,2.074500322341919,0.23525241017341614
reset,2,28357,0,entropy,2.074233293533325,0.2876959443092346
reset,2,31017,1,entropy,2.074143648147583,0.26247575879096985
reset,2,30550,1,entropy,2.0739784240722656,0.22995461523532867
reset,2,20576,7,entropy,2.0739645957946777,0.26610130071640015
reset,2,27442,6,entropy,2.0739505290985107,0.2726912498474121
reset,2,3287,6,entropy,2.073582172393799,0.237745001912117
